"Task ID","Task Owner ID",Subject,"Due Date","Contact Name","Related To",Status,Priority,"Created By","Modified By","Created Time","Modified Time",Description,"Send Notification Email",Reminder,Repeat,Currency,"Exchange Rate","Closed Time",Layout
zcrm_1236681000003581211,zcrm_1236681000002641013,fu,2016-05-23,,zcrm_1236681000003581206,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-19 13:59:40","2016-05-20 10:37:49",,false,"2016-05-23 09:00:00",,,,,
zcrm_1236681000003581218,zcrm_1236681000002641013,fu,2016-05-20,,zcrm_1236681000001666017,Completed,High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-19 14:05:18","2016-05-20 10:27:09",,false,"2016-05-20 09:00:00",,,,"2016-05-20 10:27:09",
zcrm_1236681000003581231,zcrm_1236681000002641013,FU,2016-05-27,,zcrm_1236681000003581226,Completed,High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-19 14:20:00","2016-05-31 12:32:46",,false,"2016-05-27 09:00:00",,,,"2016-05-31 12:32:46",
zcrm_1236681000003581238,zcrm_1236681000002641013,fu,2016-05-20,,zcrm_1236681000000353345,Completed,High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-19 14:29:23","2016-05-20 10:39:20",,false,"2016-05-20 09:00:00",,,,"2016-05-20 10:39:20",
zcrm_1236681000003582006,zcrm_1236681000001758005,"new web PB 5/19",2016-09-19,,zcrm_1236681000003573025,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-19 09:21:38","2016-05-31 10:32:26",,false,"2016-09-19 11:00:00",,,,,
zcrm_1236681000003582015,zcrm_1236681000001758005,"AAA Leon",2016-06-01,,zcrm_1236681000003582010,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-19 10:14:19","2016-05-31 12:44:18",,false,"2016-06-01 09:00:00",,,,,
zcrm_1236681000003582080,zcrm_1236681000001758005,"The Mint Host Venue/Vendor",2016-09-26,,zcrm_1236681000003582075,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-19 13:35:24","2016-05-31 11:19:39",,false,"2016-09-26 09:00:00",,,,,
zcrm_1236681000003591017,zcrm_1236681000002641013,fu,2016-06-27,,zcrm_1236681000003586005,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 10:13:37","2016-06-15 14:50:40",,false,"2016-06-27 09:00:00",,,,,
zcrm_1236681000003591060,zcrm_1236681000002641013,fu,2016-06-01,,zcrm_1236681000002832005,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 11:06:35","2016-05-25 12:00:54",,false,"2016-06-01 09:00:00",,,,,
zcrm_1236681000003591067,zcrm_1236681000002641013,fu,2016-05-24,,zcrm_1236681000000924017,Completed,High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 11:26:08","2016-05-24 13:50:36",,false,"2016-05-24 09:00:00",,,,"2016-05-24 13:50:36",
zcrm_1236681000003591074,zcrm_1236681000002641013,FU,2016-05-24,,zcrm_1236681000000359285,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 11:42:07","2016-05-20 11:42:40",,false,"2016-05-24 09:00:00",,,,,
zcrm_1236681000003591087,zcrm_1236681000002641013,fu,2016-05-23,,zcrm_1236681000000314120,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 11:57:19","2016-05-20 11:57:19",,false,"2016-05-23 09:00:00",,,,,
zcrm_1236681000003591092,zcrm_1236681000002641013,fu,2016-05-25,,zcrm_1236681000000784001,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 12:01:49","2016-05-24 13:44:55",,false,"2016-05-25 09:00:00",,,,,
zcrm_1236681000003591099,zcrm_1236681000002641013,FU,2016-06-20,,zcrm_1236681000001967001,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 12:04:15","2016-06-15 14:44:52",,false,"2016-06-20 09:00:00",,,,,
zcrm_1236681000003591108,zcrm_1236681000002641013,"MK fu",2016-05-25,,zcrm_1236681000003591103,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 12:12:55","2016-05-24 11:37:39",,false,"2016-05-25 09:00:00",,,,,
zcrm_1236681000003591115,zcrm_1236681000002641013,fu,2016-05-25,,zcrm_1236681000001846077,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 12:23:36","2016-05-24 13:51:12",,false,"2016-05-25 09:00:00",,,,,
zcrm_1236681000003591120,zcrm_1236681000002641013,fu,2016-05-20,,zcrm_1236681000001861157,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 12:26:36","2016-05-20 12:26:36",,false,"2016-05-23 09:00:00",,,,,
zcrm_1236681000003591129,zcrm_1236681000001758005,fu,2016-08-31,,zcrm_1236681000003591124,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 12:59:57","2016-06-08 09:56:12",,false,"2016-08-31 09:00:00",,,,"2016-06-02 14:22:43",
zcrm_1236681000003591138,zcrm_1236681000002641013,fu,2016-05-23,,zcrm_1236681000003591133,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 14:29:58","2016-05-20 14:29:58",,false,"2016-05-23 09:00:00",,,,,
zcrm_1236681000003591143,zcrm_1236681000002641013,fu,2016-05-23,,zcrm_1236681000000384553,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 14:35:36","2016-05-20 14:35:36",,false,"2016-05-23 09:00:00",,,,,
zcrm_1236681000003591148,zcrm_1236681000002641013,fu,2016-05-23,,zcrm_1236681000001739003,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 14:36:34","2016-05-20 14:36:34",,false,"2016-05-23 09:00:00",,,,,
zcrm_1236681000003591153,zcrm_1236681000002641013,fu,2016-05-23,,zcrm_1236681000001356001,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 14:44:33","2016-05-20 14:44:33",,false,"2016-05-23 09:00:00",,,,,
zcrm_1236681000003591168,zcrm_1236681000002641013,FU,2016-05-23,,zcrm_1236681000003591163,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 14:53:02","2016-05-20 14:53:02",,false,"2016-05-23 09:00:00",,,,,
zcrm_1236681000003591177,zcrm_1236681000002641013,fu,2016-05-24,,zcrm_1236681000000755001,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 14:54:54","2016-05-20 14:54:54",,false,"2016-05-24 09:00:00",,,,,
zcrm_1236681000003591186,zcrm_1236681000002641013,fu,2016-05-25,,zcrm_1236681000003591181,Completed,High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-20 15:10:39","2016-05-25 11:16:04",,false,"2016-05-25 09:00:00",,,,"2016-05-25 11:16:04",
zcrm_1236681000003602014,zcrm_1236681000001758005,"Wedgewood. Direct email. San Ramon. See notes.",2016-09-12,,zcrm_1236681000000379658,Completed,High,zcrm_1236681000001758005,zcrm_1236681000003786016,"2016-05-23 09:27:07","2016-07-15 11:40:14",,false,"2016-09-12 09:00:00",,,,"2016-07-15 11:40:14",
zcrm_1236681000003602099,zcrm_1236681000001758005,"fu SuFa shows to book",2016-06-06,,zcrm_1236681000000373682,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-23 13:20:47","2016-05-25 11:18:02",,false,"2016-06-06 09:00:00",,,,,
zcrm_1236681000003602111,zcrm_1236681000001758005,"MK fu. R+F email inq",2016-08-22,,zcrm_1236681000000383285,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-23 13:48:12","2016-05-31 10:56:36",,false,"2016-08-22 09:00:00",,,,,
zcrm_1236681000003609006,zcrm_1236681000001758005,"mk fu planner day of",2016-05-26,,zcrm_1236681000003609001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-24 09:18:56","2016-05-24 09:18:56",,false,"2016-05-26 09:00:00",,,,,
zcrm_1236681000003609015,zcrm_1236681000001758005,"New web planner",2016-06-10,,zcrm_1236681000003600017,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-24 09:22:50","2016-06-08 14:09:17",,false,"2016-06-10 14:00:00",,,,,
zcrm_1236681000003609029,zcrm_1236681000001758005,"new web veils. offer 499/399/299 sony/HB 599/499/399std +200 after Wed midnight.",2016-05-25,,zcrm_1236681000003612001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-24 10:51:43","2016-05-24 13:48:38",,false,"2016-05-25 13:00:00",,,,,
zcrm_1236681000003617050,zcrm_1236681000002641013,amos,2016-06-02,,zcrm_1236681000000354576,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-24 15:25:05","2016-05-31 13:42:41",,false,"2016-06-02 09:00:00",,,,,
zcrm_1236681000003617078,zcrm_1236681000002641013,FU,2016-05-26,,zcrm_1236681000003591181,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-25 11:16:30","2016-05-25 11:16:30",,false,"2016-05-26 09:00:00",,,,,
zcrm_1236681000003618006,zcrm_1236681000001758005,"fu on Fairmont show",2016-08-08,,zcrm_1236681000003524025,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-24 13:02:08","2016-06-01 10:29:30",,false,"2016-08-08 09:00:00",,,,,
zcrm_1236681000003621056,zcrm_1236681000001758005,"FU Su PA  Fa LS/WC DJ events",2016-06-06,,zcrm_1236681000000365387,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-25 14:15:41","2016-06-03 10:16:49",,false,"2016-06-06 09:00:00",,,,,
zcrm_1236681000003621127,zcrm_1236681000001758005,"Indian Caterer at March Levi's",2016-06-08,,zcrm_1236681000002964014,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-26 12:08:48","2016-05-26 12:08:48",,false,"2016-06-08 09:00:00",,,,,
zcrm_1236681000003621155,zcrm_1236681000001758005,"Tea Party web lead 5/25",2016-08-08,,zcrm_1236681000003624025,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-26 16:43:54","2016-06-08 11:50:20",,false,"2016-08-08 09:00:00",,,,,
zcrm_1236681000003621164,zcrm_1236681000001758005,"see notes. new web planner5/25",2016-06-13,,zcrm_1236681000003626021,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-26 16:44:57","2016-06-01 11:10:43",,false,"2016-06-13 09:00:00",,,,,
zcrm_1236681000003632008,zcrm_1236681000001758005,"See notes. planner new eb 5/27",2016-07-04,,zcrm_1236681000003622017,Completed,High,zcrm_1236681000001758005,zcrm_1236681000003993013,"2016-05-27 09:22:48","2016-08-03 10:54:52",,false,"2016-07-04 09:00:00",,,,"2016-08-03 10:54:52",
zcrm_1236681000003632017,zcrm_1236681000001758005,"new web planner 5/27",2016-06-20,,zcrm_1236681000003629001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-27 10:16:09","2016-06-06 14:01:00",,false,"2016-06-20 09:00:00",,,,,
zcrm_1236681000003632026,zcrm_1236681000001758005,"FU mid June due to meeting w/ General Manager. 707-260-9179 Cell phone. rec email. left vm. emailed to contact 1st thing Tuesday. She is going to the mountains for the holiday.",2016-06-20,,zcrm_1236681000003632021,Completed,High,zcrm_1236681000001758005,zcrm_1236681000003786016,"2016-05-27 10:23:00","2016-07-15 13:16:02",,false,"2016-06-20 08:30:00",,,,"2016-07-15 13:16:02",
zcrm_1236681000003644020,zcrm_1236681000002641013,FU,2016-06-01,,zcrm_1236681000000354526,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-31 10:50:58","2016-05-31 10:50:58",,false,"2016-06-01 09:00:00",,,,,
zcrm_1236681000003644027,zcrm_1236681000002641013,FU,2016-06-10,,zcrm_1236681000000383388,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-31 10:51:56","2016-06-08 12:28:13",,false,"2016-06-10 09:00:00",,,,,
zcrm_1236681000003644058,zcrm_1236681000002641013,FU,2016-06-02,,zcrm_1236681000003643009,Completed,High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-05-31 12:51:39","2016-06-02 11:35:28",,false,"2016-06-02 09:00:00",,,,"2016-06-02 11:35:28",
zcrm_1236681000003649125,zcrm_1236681000001758005,"eBlast inq. 5/31",2016-06-13,,zcrm_1236681000003649120,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-31 13:43:39","2016-06-06 13:40:10",,false,"2016-06-13 09:00:00",,,,,
zcrm_1236681000003649141,zcrm_1236681000001758005,"new web 5/24. no notes.",2016-07-25,,zcrm_1236681000003622001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-31 15:11:35","2016-06-06 13:38:04",,false,"2016-07-25 09:00:00",,,,,
zcrm_1236681000003649150,zcrm_1236681000001758005,"Tried # provided. High pitch sort of like fax. try again tomorrow. Pipe & Drape possibilities.",2016-09-26,,zcrm_1236681000003641009,Completed,High,zcrm_1236681000001758005,zcrm_1236681000000071001,"2016-05-31 15:15:09","2016-06-22 15:25:57",,false,"2016-09-26 09:00:00",,,,"2016-06-22 15:25:57",
zcrm_1236681000003649159,zcrm_1236681000001758005,"mk fu. new web 5/31. Caterer",2016-06-17,,zcrm_1236681000003642021,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-05-31 15:20:44","2016-06-13 12:25:49",,false,"2016-06-17 08:30:00",,,,,
zcrm_1236681000003649168,zcrm_1236681000001758005,Bloomingdales,2016-06-10,,zcrm_1236681000003641013,Completed,High,zcrm_1236681000001758005,zcrm_1236681000000071001,"2016-05-31 17:12:09","2016-06-28 10:34:53",,false,"2016-06-10 08:30:00",,,,"2016-06-28 10:34:53",
zcrm_1236681000003652138,zcrm_1236681000001758005,"charge $200 R + F Kelly",2016-07-01,,zcrm_1236681000003652133,"Not Started",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2016-05-31 15:22:33","2016-06-01 14:33:56",,false,"2016-07-01 10:30:00",,,,,
zcrm_1236681000003652143,zcrm_1236681000001758005,"charge R + F $200 Kelly Mc",2016-08-01,,zcrm_1236681000003652133,"Not Started",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2016-05-31 15:23:26","2016-06-01 14:33:27",,false,"2016-08-01 10:30:00",,,,,
zcrm_1236681000003657006,zcrm_1236681000001758005,"new web DJ/Lighting",2016-06-13,,zcrm_1236681000003655001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-01 09:19:13","2016-06-06 09:50:54",,false,"2016-06-13 11:00:00",,,,,
zcrm_1236681000003657015,zcrm_1236681000001758005,"mk fu. new web planner",2016-06-16,,zcrm_1236681000003657010,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-01 09:26:31","2016-06-06 10:00:48",,false,"2016-06-16 11:00:00",,,,,
zcrm_1236681000003657033,zcrm_1236681000001758005,"MK fu  (((CALL AT 10AM 6/3)) eblast photog",2016-06-21,,zcrm_1236681000003657028,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000002641013,"2016-06-01 09:34:42","2016-06-15 15:40:42",,false,"2016-06-21 08:00:00",,,,,
zcrm_1236681000003657090,zcrm_1236681000001758005,"see notes",2016-06-10,,zcrm_1236681000003657085,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-01 11:45:47","2016-06-07 13:02:30",,false,"2016-06-10 09:00:00",,,,,
zcrm_1236681000003659008,zcrm_1236681000002641013,"FU about her going to LS show and sign her up!",2016-06-28,,zcrm_1236681000003659001,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-01 10:18:58","2016-06-15 14:54:20",,false,"2016-06-28 09:00:00",,,,,
zcrm_1236681000003659019,zcrm_1236681000002641013,"MK FU",2016-06-10,,zcrm_1236681000003659014,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-01 10:51:13","2016-06-08 12:16:35",,false,"2016-06-10 09:00:00",,,,,
zcrm_1236681000003659028,zcrm_1236681000002641013,"MK FU",2016-06-03,,zcrm_1236681000003659023,Completed,High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-01 11:35:21","2016-06-08 13:59:45",,false,"2016-06-03 09:00:00",,,,"2016-06-08 13:59:45",
zcrm_1236681000003659037,zcrm_1236681000002641013,FU,2016-06-09,,zcrm_1236681000000356867,Completed,High,zcrm_1236681000002641013,zcrm_1236681000003993013,"2016-06-01 12:00:14","2016-08-16 13:18:03",,false,"2016-06-09 09:00:00",,,,"2016-08-16 13:18:03",
zcrm_1236681000003659046,zcrm_1236681000002641013,FU,2016-06-14,,zcrm_1236681000003656009,Completed,High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-01 12:16:53","2016-06-14 11:10:00",,false,"2016-06-14 09:00:00",,,,"2016-06-14 11:10:00",
zcrm_1236681000003659051,zcrm_1236681000002641013,fu,2016-06-14,,zcrm_1236681000000383213,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-01 12:31:55","2016-06-13 11:16:15",,false,"2016-06-14 09:00:00",,,,,
zcrm_1236681000003659064,zcrm_1236681000002641013,"contract FU",2016-06-06,,zcrm_1236681000000373664,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-01 13:57:32","2016-06-03 10:14:40",,false,"2016-06-06 09:00:00",,,,,
zcrm_1236681000003659076,zcrm_1236681000001758005,fu,2016-06-16,,zcrm_1236681000003659071,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-01 14:51:10","2016-06-13 11:09:31",,false,"2016-06-16 09:00:00",,,,,
zcrm_1236681000003659145,zcrm_1236681000001758005,"FU FOR FA16",2016-07-29,,zcrm_1236681000003659140,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-02 13:20:52","2016-06-08 12:33:57",,false,"2016-07-29 09:00:00",,,,,
zcrm_1236681000003659154,zcrm_1236681000002641013,"MK FU",2016-06-14,,zcrm_1236681000003659149,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-02 13:51:38","2016-06-13 12:21:47",,false,"2016-06-14 09:00:00",,,,,
zcrm_1236681000003659163,zcrm_1236681000002641013,FU,2016-06-03,,zcrm_1236681000003659158,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-02 14:00:02","2016-06-02 14:00:02",,false,"2016-06-03 09:00:00",,,,,
zcrm_1236681000003661006,zcrm_1236681000001758005,"MK FU. new web",2016-06-02,,zcrm_1236681000003655005,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-01 13:36:23","2016-06-01 14:23:51",,false,"2016-06-02 14:00:00",,,,,
zcrm_1236681000003661043,zcrm_1236681000002641013,"call for SuFa",2016-06-20,,zcrm_1236681000000814001,Completed,High,zcrm_1236681000001758005,zcrm_1236681000003993013,"2016-06-01 15:20:41","2016-08-24 14:39:53",,false,"2016-06-20 09:00:00",,,,"2016-08-24 14:39:53",
zcrm_1236681000003661054,zcrm_1236681000001758005,"new web travel 6/1",2016-06-02,,zcrm_1236681000003654029,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-02 09:25:45","2016-06-02 09:25:45",,false,"2016-06-02 11:00:00",,,,,
zcrm_1236681000003661065,zcrm_1236681000001758005,"new web floral 5/1",2016-11-07,,zcrm_1236681000003663021,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-02 09:27:13","2016-06-13 13:04:38",,false,"2016-11-07 11:00:00",,,,,
zcrm_1236681000003669004,zcrm_1236681000002641013,mkfu,2016-06-13,,zcrm_1236681000002895001,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 10:08:47","2016-06-09 10:43:23",,false,"2016-06-13 09:00:00",,,,,
zcrm_1236681000003669018,zcrm_1236681000001758005,"SP17 sign ups WC,PL, LS",2016-09-05,,zcrm_1236681000002644001,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 11:30:29","2016-06-03 11:30:29",,false,"2016-09-05 09:00:00",,,,,
zcrm_1236681000003669025,zcrm_1236681000001758005,FU,2016-07-18,,zcrm_1236681000003414093,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 11:55:27","2016-06-03 11:55:27",,false,"2016-07-18 09:00:00",,,,,
zcrm_1236681000003669067,zcrm_1236681000001758005,"FU about Fa16/SP17",2016-09-12,,zcrm_1236681000003102232,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 12:14:30","2016-06-03 12:14:45",,false,"2016-09-12 09:00:00",,,,,
zcrm_1236681000003669076,zcrm_1236681000002641013,"In Case No One Told You: YOU'RE AWESOME AND DOING AND GREAT JOB! :-) -Christine",2016-06-20,,zcrm_1236681000003393265,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 12:17:16","2016-06-03 12:21:09",,false,"2016-06-20 09:00:00",,,,,
zcrm_1236681000003669082,zcrm_1236681000002641013,"Hey, love your shirt. Looks Fabulous on you! - Christine",2016-06-22,,zcrm_1236681000003393265,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 12:20:04","2016-06-03 12:21:28",,false,"2016-06-22 09:00:00",weekly*#1466578800000*#1492412400000*#4*#12*#1236681000003669081,,,,
zcrm_1236681000003669084,zcrm_1236681000002641013,"Hey, love your shirt. Looks Fabulous on you! - Christine",2016-09-14,,zcrm_1236681000003393265,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 12:20:04","2016-06-03 12:20:04",,false,"2016-09-14 09:00:00",weekly*#1466578800000*#1492412400000*#4*#12*#1236681000003669081,,,,
zcrm_1236681000003669086,zcrm_1236681000002641013,"Hey, love your shirt. Looks Fabulous on you! - Christine",2016-12-07,,zcrm_1236681000003393265,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 12:20:04","2016-06-03 12:20:04",,false,"2016-12-07 09:00:00",weekly*#1466578800000*#1492412400000*#4*#12*#1236681000003669081,,,,
zcrm_1236681000003669088,zcrm_1236681000002641013,"Hey, love your shirt. Looks Fabulous on you! - Christine",2017-03-01,,zcrm_1236681000003393265,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 12:20:04","2016-06-03 12:20:04",,false,"2017-03-01 09:00:00",weekly*#1466578800000*#1492412400000*#4*#12*#1236681000003669081,,,,
zcrm_1236681000003669110,zcrm_1236681000002641013,FU,2016-06-15,,zcrm_1236681000003673001,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-03 13:40:35","2016-06-14 16:53:03",,false,"2016-06-15 09:00:00",,,,,
zcrm_1236681000003671055,zcrm_1236681000001758005,"DJ did LS SP",2016-06-13,,zcrm_1236681000000354583,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-03 11:34:03","2016-06-08 14:31:23",,false,"2016-06-13 09:00:00",,,,,
zcrm_1236681000003681012,zcrm_1236681000001758005,"new web winery 6/5",2016-06-14,,zcrm_1236681000003673029,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-06 09:29:53","2016-06-13 13:37:29",,false,"2016-06-14 11:00:00",,,,,
zcrm_1236681000003681036,zcrm_1236681000002641013,"MK FU",2016-06-23,,zcrm_1236681000003674001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000002641013,"2016-06-06 10:02:08","2016-06-15 15:02:45",,false,"2016-06-23 11:30:00",,,,,
zcrm_1236681000003682012,zcrm_1236681000001758005,"rec call. LVM. Int LS Venue.",2016-06-20,,zcrm_1236681000003682007,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000002641013,"2016-06-06 12:28:23","2016-06-15 15:43:19",,false,"2016-06-20 09:00:00",,,,,
zcrm_1236681000003682069,zcrm_1236681000001758005,"new web skin care",2016-06-20,,zcrm_1236681000003683001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-06 14:27:07","2016-06-13 11:03:45",,false,"2016-06-20 08:00:00",,,,,
zcrm_1236681000003691020,zcrm_1236681000001758005,"mk fu. see notes.",2016-06-09,,zcrm_1236681000000359359,Completed,High,zcrm_1236681000001758005,zcrm_1236681000003993007,"2016-06-07 12:25:19","2016-09-27 13:24:55",,false,"2016-06-09 09:00:00",,,,"2016-09-27 13:24:55",
zcrm_1236681000003691034,zcrm_1236681000000071001,"new web DR",2016-06-29,,zcrm_1236681000003689005,Completed,High,zcrm_1236681000001758005,zcrm_1236681000000071001,"2016-06-07 12:39:25","2016-06-21 13:30:41",,false,"2016-06-21 09:00:00",,,,"2016-06-21 13:30:41",
zcrm_1236681000003691055,zcrm_1236681000001758005,"new web DJ",2016-06-15,,zcrm_1236681000003693001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-07 13:56:42","2016-06-13 12:45:26",,false,"2016-06-15 09:00:00",,,,,
zcrm_1236681000003691076,zcrm_1236681000001758005,"mk fu Venue LS",2016-06-10,,zcrm_1236681000003691071,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-08 10:08:16","2016-06-08 10:08:16",,false,"2016-06-10 09:00:00",,,,,
zcrm_1236681000003691085,zcrm_1236681000001758005,"new web registry",2016-06-15,,zcrm_1236681000003692005,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-08 10:15:03","2016-06-14 09:24:36",,false,"2016-06-15 09:00:00",,,,,
zcrm_1236681000003691125,zcrm_1236681000001758005,"fu mk",2016-06-10,,zcrm_1236681000003691120,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-08 12:41:42","2016-06-08 12:41:42",,false,"2016-06-10 09:00:00",,,,,
zcrm_1236681000003691134,zcrm_1236681000001758005,"mk fu make up",2016-06-15,,zcrm_1236681000003691129,Completed,High,zcrm_1236681000001758005,zcrm_1236681000003786016,"2016-06-08 13:26:38","2016-07-15 11:47:14",,false,"2016-06-15 09:00:00",,,,"2016-07-15 11:47:14",
zcrm_1236681000003691198,zcrm_1236681000001758005,"mk fu",2016-06-10,,zcrm_1236681000003691193,Completed,High,zcrm_1236681000001758005,zcrm_1236681000000071001,"2016-06-08 15:22:10","2016-06-21 14:58:31",,false,"2016-06-10 09:00:00",,,,"2016-06-21 14:58:31",
zcrm_1236681000003697015,zcrm_1236681000002641013,"MK FU",2016-06-14,,zcrm_1236681000003693005,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-08 10:51:59","2016-06-13 11:36:05",,false,"2016-06-14 09:00:00",,,,,
zcrm_1236681000003697060,zcrm_1236681000001758005,"fu fa16 wc/ls/pl",2016-08-15,,zcrm_1236681000003428005,"In Progress",High,zcrm_1236681000002641013,zcrm_1236681000002641013,"2016-06-08 12:42:47","2016-06-08 12:43:16",,false,"2016-08-15 09:00:00",,,,,
zcrm_1236681000003703002,zcrm_1236681000001758005,"NW Jamberry",2016-06-14,,zcrm_1236681000003700001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2016-06-09 09:25:43","2016-06-13 13:21:27",,false,"2016-06-14 11:00:00",,,,,
